Handle,Title,Body (HTML),Included in Online Store,Image Src,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Price,Variant Compare At Price,Track Inventory,Allow Out of Stock Purchases,Available Quantity,SKU,Weight Value,Weight Unit,Dimension Length,Dimension Width,Dimension Height,Dimension Unit,Product Label Enable,Label Title,Label Start Date,Label End Date,SEO Title,SEO Description
animation-2d-and-3d-starter,Animation (2D & 3D) — Starter,<p>Ideal for getting started with basic needs.</p><p>Animation (2D &amp; 3D) — Starter includes:</p><ul><li>2D animation (up to 30 seconds).</li><li>Basic animation style (simple characters or icons).</li><li>Scriptwriting and voiceover included.</li><li>One round of revisions.</li></ul>,TRUE,https://mhmdigital.us/images/services/digital-marketing.svg,,,,,,,459,,FALSE,FALSE,,animation-2d-and-3d-starter,,,,,,,FALSE,,,,Animation (2D & 3D) — Starter | MHM Digital,Ideal for getting started with basic needs.
animation-2d-and-3d-ultimate,Animation (2D & 3D) — Ultimate,<p>For those seeking the best&#44; most complete package.</p><p>Animation (2D &amp; 3D) — Ultimate includes:</p><ul><li>3D animation (up to 1 minute).</li><li>Advanced animation (detailed characters&#44; complex movements).</li><li>Scriptwriting&#44; professional voiceover&#44; and sound effects.</li><li>Two rounds of revisions.</li><li>Storyboarding and concept art included.</li></ul>,TRUE,https://mhmdigital.us/images/services/digital-marketing.svg,,,,,,,1859,,FALSE,FALSE,,animation-2d-and-3d-ultimate,,,,,,,TRUE,10% off — ends Sep 30,2026-09-08 01:48,2026-10-01 06:59,Animation (2D & 3D) — Ultimate | MHM Digital,For those seeking the best&#44; most complete package.
digital-signage-starter,Digital Signage — Starter,<p>Ideal for a single-screen setup with essential branded content.</p><p>Digital Signage — Starter includes:</p><ul><li>1 display screen configured (up to 55&quot;).</li><li>3 custom slide designs (menus&#44; promos&#44; or announcements).</li><li>Basic playlist setup and scheduling.</li><li>On-site or remote display configuration.</li><li>One round of content revisions.</li></ul>,TRUE,https://mhmdigital.us/images/services/digital-signage.svg,,,,,,,680,,FALSE,FALSE,,digital-signage-starter,,,,,,,FALSE,,,,Digital Signage — Starter | MHM Digital,Ideal for a single-screen setup with essential branded content.
digital-signage-growth,Digital Signage — Growth,<p>For businesses needing multiple screens and ongoing content support.</p><p>Digital Signage — Growth includes:</p><ul><li>Up to 3 display screens configured.</li><li>10 custom slide or video designs.</li><li>Scheduled playlists for daypart messaging.</li><li>3 months of content updates (2 updates per month).</li><li>Remote management setup and training.</li><li>Two rounds of revisions.</li></ul>,TRUE,https://mhmdigital.us/images/services/digital-signage.svg,,,,,,,1450,,FALSE,FALSE,,digital-signage-growth,,,,,,,TRUE,10% off — ends Sep 30,2026-09-08 01:48,2026-10-01 06:59,Digital Signage — Growth | MHM Digital,For businesses needing multiple screens and ongoing content support.
digital-signage-ultimate,Digital Signage — Ultimate,<p>Full signage network with premium content and long-term management.</p><p>Digital Signage — Ultimate includes:</p><ul><li>Up to 6 display screens across locations.</li><li>Unlimited initial slide designs (first month).</li><li>Motion graphics and animated promos.</li><li>6 months of content management and updates.</li><li>Priority remote support and display monitoring.</li><li>Quarterly content strategy review.</li></ul>,TRUE,https://mhmdigital.us/images/services/digital-signage.svg,,,,,,,2800,,FALSE,FALSE,,digital-signage-ultimate,,,,,,,TRUE,10% off — ends Sep 30,2026-09-08 01:48,2026-10-01 06:59,Digital Signage — Ultimate | MHM Digital,Full signage network with premium content and long-term management.
all-in-marketing-platform-starter-monthly,All-in Marketing Platform — Starter (Monthly),<p>Launch your marketing hub for less than a single tool subscription.</p><p>All-in Marketing Platform — Starter includes:</p><ul><li>CRM with up to 500 contacts and lead tagging.</li><li>Contact forms and lead capture widgets for your website.</li><li>Email campaigns and basic automation sequences.</li><li>Sales pipeline with deal stages and follow-up reminders.</li><li>Online appointment booking and calendar sync.</li><li>Unified inbox for email and form submissions.</li><li>1 team member included.</li></ul>,TRUE,https://mhmdigital.us/images/services/crm-saas-solutions.svg,Billing,Monthly,,,,,49,,FALSE,FALSE,,all-in-marketing-platform-starter-monthly,,,,,,,FALSE,,,,All-in Marketing Platform — Starter — Monthly | MHM Digital,Launch your marketing hub for less than a single tool subscription.
all-in-marketing-platform-starter-yearly,All-in Marketing Platform — Starter (Yearly),<p>Launch your marketing hub for less than a single tool subscription.</p><p>All-in Marketing Platform — Starter includes:</p><ul><li>CRM with up to 500 contacts and lead tagging.</li><li>Contact forms and lead capture widgets for your website.</li><li>Email campaigns and basic automation sequences.</li><li>Sales pipeline with deal stages and follow-up reminders.</li><li>Online appointment booking and calendar sync.</li><li>Unified inbox for email and form submissions.</li><li>1 team member included.</li></ul>,TRUE,https://mhmdigital.us/images/services/crm-saas-solutions.svg,Billing,Yearly,,,,,490,,FALSE,FALSE,,all-in-marketing-platform-starter-yearly,,,,,,,FALSE,,,,All-in Marketing Platform — Starter — Yearly | MHM Digital,Launch your marketing hub for less than a single tool subscription.
all-in-marketing-platform-growth-monthly,All-in Marketing Platform — Growth (Monthly),<p>Scale lead generation with SMS&#44; funnels&#44; and workflow automation.</p><p>All-in Marketing Platform — Growth includes:</p><ul><li>Everything in Starter&#44; plus up to 2&#44;500 contacts.</li><li>SMS marketing and two-way text conversations.</li><li>Funnel and landing page builder with templates.</li><li>Workflow automations (triggers&#44; tags&#44; and follow-ups).</li><li>Review and reputation request campaigns.</li><li>Social media content planner and post scheduling.</li><li>Up to 3 team members included.</li></ul>,TRUE,https://mhmdigital.us/images/services/crm-saas-solutions.svg,Billing,Monthly,,,,,97,,FALSE,FALSE,,all-in-marketing-platform-growth-monthly,,,,,,,TRUE,10% off — ends Sep 30,2026-09-08 01:48,2026-10-01 06:59,All-in Marketing Platform — Growth — Monthly | MHM Digital,Scale lead generation with SMS&#44; funnels&#44; and workflow automation.
all-in-marketing-platform-growth-yearly,All-in Marketing Platform — Growth (Yearly),<p>Scale lead generation with SMS&#44; funnels&#44; and workflow automation.</p><p>All-in Marketing Platform — Growth includes:</p><ul><li>Everything in Starter&#44; plus up to 2&#44;500 contacts.</li><li>SMS marketing and two-way text conversations.</li><li>Funnel and landing page builder with templates.</li><li>Workflow automations (triggers&#44; tags&#44; and follow-ups).</li><li>Review and reputation request campaigns.</li><li>Social media content planner and post scheduling.</li><li>Up to 3 team members included.</li></ul>,TRUE,https://mhmdigital.us/images/services/crm-saas-solutions.svg,Billing,Yearly,,,,,970,,FALSE,FALSE,,all-in-marketing-platform-growth-yearly,,,,,,,TRUE,10% off — ends Sep 30,2026-09-08 01:48,2026-10-01 06:59,All-in Marketing Platform — Growth — Yearly | MHM Digital,Scale lead generation with SMS&#44; funnels&#44; and workflow automation.
all-in-marketing-platform-ultimate-monthly,All-in Marketing Platform — Ultimate (Monthly),<p>Full marketing operating system with advanced automation and priority support.</p><p>All-in Marketing Platform — Ultimate includes:</p><ul><li>Everything in Growth&#44; plus unlimited contacts.</li><li>Advanced multi-step automations and conditional workflows.</li><li>Custom domains for funnels&#44; forms&#44; and booking pages.</li><li>Invoicing&#44; payment links&#44; and proposal templates.</li><li>Call tracking and conversation analytics.</li><li>White-label client portal option.</li><li>Priority onboarding and up to 10 team members.</li></ul>,TRUE,https://mhmdigital.us/images/services/crm-saas-solutions.svg,Billing,Monthly,,,,,197,,FALSE,FALSE,,all-in-marketing-platform-ultimate-monthly,,,,,,,TRUE,10% off — ends Sep 30,2026-09-08 01:48,2026-10-01 06:59,All-in Marketing Platform — Ultimate — Monthly | MHM Digital,Full marketing operating system with advanced automation and priority support.
all-in-marketing-platform-ultimate-yearly,All-in Marketing Platform — Ultimate (Yearly),<p>Full marketing operating system with advanced automation and priority support.</p><p>All-in Marketing Platform — Ultimate includes:</p><ul><li>Everything in Growth&#44; plus unlimited contacts.</li><li>Advanced multi-step automations and conditional workflows.</li><li>Custom domains for funnels&#44; forms&#44; and booking pages.</li><li>Invoicing&#44; payment links&#44; and proposal templates.</li><li>Call tracking and conversation analytics.</li><li>White-label client portal option.</li><li>Priority onboarding and up to 10 team members.</li></ul>,TRUE,https://mhmdigital.us/images/services/crm-saas-solutions.svg,Billing,Yearly,,,,,1970,,FALSE,FALSE,,all-in-marketing-platform-ultimate-yearly,,,,,,,TRUE,10% off — ends Sep 30,2026-09-08 01:48,2026-10-01 06:59,All-in Marketing Platform — Ultimate — Yearly | MHM Digital,Full marketing operating system with advanced automation and priority support.
print-business-cards,Business Cards (Starting at),<p>Premium card stock&#44; finishes&#44; and custom quantities.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/business-cards.svg,,,,,,,35,,FALSE,FALSE,,print-business-cards,,,,,,,FALSE,,,,Business Cards | MHM Digital Printing,Premium card stock&#44; finishes&#44; and custom quantities.
print-flyers,Flyers (Starting at),<p>Promotional handouts for events&#44; sales&#44; and campaigns.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/flyers.svg,,,,,,,45,,FALSE,FALSE,,print-flyers,,,,,,,FALSE,,,,Flyers | MHM Digital Printing,Promotional handouts for events&#44; sales&#44; and campaigns.
print-brochures,Brochures (Starting at),<p>Tri-fold and multi-page layouts for your business.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/brochures.svg,,,,,,,85,,FALSE,FALSE,,print-brochures,,,,,,,FALSE,,,,Brochures | MHM Digital Printing,Tri-fold and multi-page layouts for your business.
print-posters,Posters (Starting at),<p>High-impact posters for retail&#44; events&#44; and promotions.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/posters.svg,,,,,,,25,,FALSE,FALSE,,print-posters,,,,,,,FALSE,,,,Posters | MHM Digital Printing,High-impact posters for retail&#44; events&#44; and promotions.
print-banners,Banners (Starting at),<p>Indoor and outdoor banners with durable materials.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/banners.svg,,,,,,,120,,FALSE,FALSE,,print-banners,,,,,,,FALSE,,,,Banners | MHM Digital Printing,Indoor and outdoor banners with durable materials.
print-signs,Signs (Starting at),<p>Wayfinding&#44; storefront&#44; and promotional signage.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/signs.svg,,,,,,,150,,FALSE,FALSE,,print-signs,,,,,,,FALSE,,,,Signs | MHM Digital Printing,Wayfinding&#44; storefront&#44; and promotional signage.
print-stickers,Stickers (Starting at),<p>Custom die-cut stickers for products and branding.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/stickers.svg,,,,,,,20,,FALSE,FALSE,,print-stickers,,,,,,,FALSE,,,,Stickers | MHM Digital Printing,Custom die-cut stickers for products and branding.
print-labels,Labels (Starting at),<p>Product&#44; shipping&#44; and packaging labels.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/labels.svg,,,,,,,30,,FALSE,FALSE,,print-labels,,,,,,,FALSE,,,,Labels | MHM Digital Printing,Product&#44; shipping&#44; and packaging labels.
print-apparel-dtf,Apparel & DTF Transfers (Starting at),<p>Custom apparel printing and DTF transfer orders.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/apparel-dtf.svg,,,,,,,18,,FALSE,FALSE,,print-apparel-dtf,,,,,,,FALSE,,,,Apparel & DTF Transfers | MHM Digital Printing,Custom apparel printing and DTF transfer orders.
print-marketing-materials,Marketing Materials (Starting at),<p>Campaign collateral for launches and promotions.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/marketing-materials.svg,,,,,,,50,,FALSE,FALSE,,print-marketing-materials,,,,,,,FALSE,,,,Marketing Materials | MHM Digital Printing,Campaign collateral for launches and promotions.
print-custom-packaging,Custom Packaging (Starting at),<p>Branded boxes&#44; sleeves&#44; and product packaging.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/custom-packaging.svg,,,,,,,200,,FALSE,FALSE,,print-custom-packaging,,,,,,,FALSE,,,,Custom Packaging | MHM Digital Printing,Branded boxes&#44; sleeves&#44; and product packaging.
print-large-format,Large-Format Printing (Starting at),<p>Posters&#44; displays&#44; and oversized print projects.</p><p>Starting price for standard quantity. Final quote based on quantity&#44; size&#44; material&#44; and finishing options.</p>,TRUE,https://mhmdigital.us/images/print/large-format.svg,,,,,,,80,,FALSE,FALSE,,print-large-format,,,,,,,FALSE,,,,Large-Format Printing | MHM Digital Printing,Posters&#44; displays&#44; and oversized print projects.
print-bulk-orders,Corporate & Bulk Orders,<p>High-volume commercial printing with dedicated support.</p><p>Contact us for volume pricing and dedicated account support.</p>,TRUE,https://mhmdigital.us/images/print/bulk-orders.svg,,,,,,,,,FALSE,FALSE,,print-bulk-orders,,,,,,,FALSE,,,,Corporate & Bulk Orders | MHM Digital Printing,High-volume commercial printing with dedicated support.
addon-extra-website-page,Extra Website Page,<p>Add one additional custom-designed page to your website project. Includes layout&#44; mobile optimization&#44; and basic on-page SEO.</p>,TRUE,https://mhmdigital.us/images/services/website-design-development.svg,,,,,,,295,,FALSE,FALSE,,addon-extra-website-page,,,,,,,FALSE,,,,Extra Website Page | MHM Digital,Add one additional custom-designed page to your website project. Includes layout&#44; mobile optimization&#44; and basic on-page SEO.
addon-extra-website-pages-5,Extra Website Pages (5-pack),<p>Bundle of five additional custom pages. Best value when expanding beyond your package page count.</p>,TRUE,https://mhmdigital.us/images/services/website-design-development.svg,,,,,,,1295,1475,FALSE,FALSE,,addon-extra-website-pages-5,,,,,,,FALSE,,,,Extra Website Pages (5-pack) | MHM Digital,Bundle of five additional custom pages. Best value when expanding beyond your package page count.
addon-ecommerce-setup,E-commerce Setup,<p>Product catalog&#44; secure checkout&#44; payment gateway integration&#44; and order notification setup for your website.</p>,TRUE,https://mhmdigital.us/images/services/ecommerce-development.svg,,,,,,,950,,FALSE,FALSE,,addon-ecommerce-setup,,,,,,,FALSE,,,,E-commerce Setup | MHM Digital,Product catalog&#44; secure checkout&#44; payment gateway integration&#44; and order notification setup for your website.
addon-blog-setup,Blog Setup & Training,<p>Blog section configuration&#44; categories&#44; RSS feed&#44; and a 30-minute training session on publishing posts.</p>,TRUE,https://mhmdigital.us/images/services/website-design-development.svg,,,,,,,225,,FALSE,FALSE,,addon-blog-setup,,,,,,,FALSE,,,,Blog Setup & Training | MHM Digital,Blog section configuration&#44; categories&#44; RSS feed&#44; and a 30-minute training session on publishing posts.
addon-custom-contact-form,Custom Contact Form,<p>Multi-field contact or lead form with conditional logic&#44; spam protection&#44; and CRM/email integration.</p>,TRUE,https://mhmdigital.us/images/icon-2-contact-marketing-template.svg,,,,,,,125,,FALSE,FALSE,,addon-custom-contact-form,,,,,,,FALSE,,,,Custom Contact Form | MHM Digital,Multi-field contact or lead form with conditional logic&#44; spam protection&#44; and CRM/email integration.
addon-leadconnector-chat-widget,Live Chat Widget Integration,<p>LeadConnector chat widget installation&#44; styling to match your brand&#44; and basic routing setup.</p>,TRUE,https://mhmdigital.us/images/services/crm-saas-solutions.svg,,,,,,,85,,FALSE,FALSE,,addon-leadconnector-chat-widget,,,,,,,FALSE,,,,Live Chat Widget Integration | MHM Digital,LeadConnector chat widget installation&#44; styling to match your brand&#44; and basic routing setup.
addon-booking-calendar,Online Booking & Calendar,<p>Appointment booking page with calendar sync&#44; confirmation emails&#44; and embed on your website.</p>,TRUE,https://mhmdigital.us/images/services/business-automation.svg,,,,,,,295,,FALSE,FALSE,,addon-booking-calendar,,,,,,,FALSE,,,,Online Booking & Calendar | MHM Digital,Appointment booking page with calendar sync&#44; confirmation emails&#44; and embed on your website.
addon-advanced-seo-package,Advanced SEO Package,<p>Keyword research&#44; schema markup&#44; sitemap optimization&#44; and speed improvements for up to 10 pages.</p>,TRUE,https://mhmdigital.us/images/services/seo.svg,,,,,,,495,,FALSE,FALSE,,addon-advanced-seo-package,,,,,,,FALSE,,,,Advanced SEO Package | MHM Digital,Keyword research&#44; schema markup&#44; sitemap optimization&#44; and speed improvements for up to 10 pages.
addon-professional-email-5,Professional Email (5 accounts),<p>Setup of up to 5 branded email addresses (e.g. name@yourdomain.com) with DNS configuration.</p>,TRUE,https://mhmdigital.us/images/icon-1-contact-marketing-template.svg,,,,,,,95,,FALSE,FALSE,,addon-professional-email-5,,,,,,,FALSE,,,,Professional Email (5 accounts) | MHM Digital,Setup of up to 5 branded email addresses (e.g. name@yourdomain.com) with DNS configuration.
addon-additional-revision-round,Additional Revision Round,<p>One extra round of design or content revisions beyond your package allowance.</p>,TRUE,https://mhmdigital.us/images/icon-3-service-marketing-template.svg,,,,,,,195,,FALSE,FALSE,,addon-additional-revision-round,,,,,,,FALSE,,,,Additional Revision Round | MHM Digital,One extra round of design or content revisions beyond your package allowance.
addon-motion-animations,Motion & Animation Effects,<p>Scroll animations&#44; micro-interactions&#44; and hero motion effects for a polished website experience.</p>,TRUE,https://mhmdigital.us/images/services/digital-marketing.svg,,,,,,,395,,FALSE,FALSE,,addon-motion-animations,,,,,,,FALSE,,,,Motion & Animation Effects | MHM Digital,Scroll animations&#44; micro-interactions&#44; and hero motion effects for a polished website experience.
addon-multilingual-support,Multi-language Support,<p>Secondary language setup with language switcher and translated page structure (content translation not included).</p>,TRUE,https://mhmdigital.us/images/services/website-design-development.svg,,,,,,,795,,FALSE,FALSE,,addon-multilingual-support,,,,,,,FALSE,,,,Multi-language Support | MHM Digital,Secondary language setup with language switcher and translated page structure (content translation not included).
addon-extended-hosting-1yr,Extended Hosting (1 year),<p>Additional year of managed hosting&#44; SSL&#44; and basic maintenance after your included hosting period.</p>,TRUE,https://mhmdigital.us/images/icon-4-service-marketing-template.svg,,,,,,,149,,FALSE,FALSE,,addon-extended-hosting-1yr,,,,,,,FALSE,,,,Extended Hosting (1 year) | MHM Digital,Additional year of managed hosting&#44; SSL&#44; and basic maintenance after your included hosting period.
notary-in-office-signature,Notary — In-Office Signature,<p>In-office notarization at MHM Digital (Share Space MADDA WALABU&#44; Seattle). Per notarial act. Valid ID required.</p>,TRUE,https://mhmdigital.us/images/portfolio/notary-public-1.svg,,,,,,,15,,FALSE,FALSE,,notary-in-office-signature,,,,,,,FALSE,,,,Notary — In-Office Signature | MHM Digital,In-office notarization at MHM Digital (Share Space MADDA WALABU&#44; Seattle). Per notarial act. Valid ID required.
notary-mobile-visit-base,Notary — Mobile Visit (1–2 documents),<p>Mobile notary visit within the Seattle metro area. Includes travel and notarization for up to 2 documents.</p>,TRUE,https://mhmdigital.us/images/portfolio/notary-public-2.svg,,,,,,,95,,FALSE,FALSE,,notary-mobile-visit-base,,,,,,,FALSE,,,,Notary — Mobile Visit (1–2 documents) | MHM Digital,Mobile notary visit within the Seattle metro area. Includes travel and notarization for up to 2 documents.
notary-online-ron,Notary — Online Notarization (RON),<p>Remote online notarization for eligible documents. Identity verification and secure video session included.</p>,TRUE,https://mhmdigital.us/images/portfolio/notary-public-3.svg,,,,,,,35,,FALSE,FALSE,,notary-online-ron,,,,,,,FALSE,,,,Notary — Online Notarization (RON) | MHM Digital,Remote online notarization for eligible documents. Identity verification and secure video session included.
notary-additional-signature,Notary — Additional Signature,<p>Each additional notarized signature beyond the base mobile or in-office service.</p>,TRUE,https://mhmdigital.us/images/portfolio/notary-public-1.svg,,,,,,,10,,FALSE,FALSE,,notary-additional-signature,,,,,,,FALSE,,,,Notary — Additional Signature | MHM Digital,Each additional notarized signature beyond the base mobile or in-office service.
notary-loan-signing-package,Notary — Loan Signing Package,<p>Full loan signing appointment with document review&#44; signing&#44; and return instructions. NNA-certified signing agent.</p>,TRUE,https://mhmdigital.us/images/portfolio/notary-public-cover.svg,,,,,,,175,,FALSE,FALSE,,notary-loan-signing-package,,,,,,,FALSE,,,,Notary — Loan Signing Package | MHM Digital,Full loan signing appointment with document review&#44; signing&#44; and return instructions. NNA-certified signing agent.
notary-document-sending,Notary — Document Sending & Scanbacks,<p>Digital scanbacks after signing plus secure return shipping of original documents to title&#44; escrow&#44; or your receiving party.</p>,TRUE,https://mhmdigital.us/images/services/business-support.svg,,,,,,,25,,FALSE,FALSE,,notary-document-sending,,,,,,,FALSE,,,,Notary — Document Sending & Scanbacks | MHM Digital,Digital scanbacks after signing plus secure return shipping of original documents to title&#44; escrow&#44; or your receiving party.
notary-apostille-coordination,Notary — Apostille Coordination,<p>Coordination of apostille processing for notarized documents (Washington state fees billed separately).</p>,TRUE,https://mhmdigital.us/images/portfolio/notary-public-3.svg,,,,,,,65,,FALSE,FALSE,,notary-apostille-coordination,,,,,,,FALSE,,,,Notary — Apostille Coordination | MHM Digital,Coordination of apostille processing for notarized documents (Washington state fees billed separately).
notary-document-preparation,Document Preparation,<p>Formatting and preparation of business documents prior to notarization or filing.</p>,TRUE,https://mhmdigital.us/images/services/business-support.svg,,,,,,,45,,FALSE,FALSE,,notary-document-preparation,,,,,,,FALSE,,,,Document Preparation | MHM Digital,Formatting and preparation of business documents prior to notarization or filing.
notary-business-onsite-half-day,Business Notary — On-Site (Half Day),<p>On-site notary support at your office for up to 4 hours. Ideal for HR&#44; legal&#44; and recurring business needs.</p>,TRUE,https://mhmdigital.us/images/portfolio/notary-public-cover.svg,,,,,,,350,,FALSE,FALSE,,notary-business-onsite-half-day,,,,,,,FALSE,,,,Business Notary — On-Site (Half Day) | MHM Digital,On-site notary support at your office for up to 4 hours. Ideal for HR&#44; legal&#44; and recurring business needs.
business-consulting-hourly,Business Consulting (1 hour),<p>One hour of business consulting — operations&#44; compliance&#44; or digital strategy guidance.</p>,TRUE,https://mhmdigital.us/images/services/business-support.svg,,,,,,,125,,FALSE,FALSE,,business-consulting-hourly,,,,,,,FALSE,,,,Business Consulting (1 hour) | MHM Digital,One hour of business consulting — operations&#44; compliance&#44; or digital strategy guidance.
business-compliance-review,Business Compliance Review,<p>Review of business documentation&#44; filings&#44; and compliance checklist with written summary.</p>,TRUE,https://mhmdigital.us/images/services/business-support.svg,,,,,,,195,,FALSE,FALSE,,business-compliance-review,,,,,,,FALSE,,,,Business Compliance Review | MHM Digital,Review of business documentation&#44; filings&#44; and compliance checklist with written summary.
print-addon-rush-turnaround,Print — Rush Turnaround (2–3 days),<p>Priority production queue for 2–3 business day turnaround. Applied per print order.</p>,TRUE,https://mhmdigital.us/images/print/marketing-materials.svg,,,,,,,45,,FALSE,FALSE,,print-addon-rush-turnaround,,,,,,,FALSE,,,,Print — Rush Turnaround (2–3 days) | MHM Digital,Priority production queue for 2–3 business day turnaround. Applied per print order.
print-addon-same-week-priority,Print — Same-Week Priority,<p>Expedited same-week production when schedule allows. Applied per print order.</p>,TRUE,https://mhmdigital.us/images/print/flyers.svg,,,,,,,28,,FALSE,FALSE,,print-addon-same-week-priority,,,,,,,FALSE,,,,Print — Same-Week Priority | MHM Digital,Expedited same-week production when schedule allows. Applied per print order.
print-addon-matte-lamination,Print — Matte Lamination,<p>Matte lamination finish for business cards&#44; flyers&#44; or brochures.</p>,TRUE,https://mhmdigital.us/images/print/business-cards.svg,,,,,,,30,,FALSE,FALSE,,print-addon-matte-lamination,,,,,,,FALSE,,,,Print — Matte Lamination | MHM Digital,Matte lamination finish for business cards&#44; flyers&#44; or brochures.
print-addon-gloss-lamination,Print — Gloss Lamination,<p>Gloss lamination finish for a premium&#44; durable print surface.</p>,TRUE,https://mhmdigital.us/images/print/brochures.svg,,,,,,,30,,FALSE,FALSE,,print-addon-gloss-lamination,,,,,,,FALSE,,,,Print — Gloss Lamination | MHM Digital,Gloss lamination finish for a premium&#44; durable print surface.
print-addon-uv-coating,Print — UV Coating,<p>UV coating for vibrant color and added protection on marketing materials.</p>,TRUE,https://mhmdigital.us/images/print/posters.svg,,,,,,,42,,FALSE,FALSE,,print-addon-uv-coating,,,,,,,FALSE,,,,Print — UV Coating | MHM Digital,UV coating for vibrant color and added protection on marketing materials.
print-addon-rounded-corners,Print — Rounded Corners,<p>Rounded corner die-cut for business cards or postcards.</p>,TRUE,https://mhmdigital.us/images/print/business-cards.svg,,,,,,,18,,FALSE,FALSE,,print-addon-rounded-corners,,,,,,,FALSE,,,,Print — Rounded Corners | MHM Digital,Rounded corner die-cut for business cards or postcards.
print-addon-die-cut,Print — Custom Die Cut,<p>Custom die-cut shape for stickers&#44; labels&#44; or marketing pieces.</p>,TRUE,https://mhmdigital.us/images/print/stickers.svg,,,,,,,55,,FALSE,FALSE,,print-addon-die-cut,,,,,,,FALSE,,,,Print — Custom Die Cut | MHM Digital,Custom die-cut shape for stickers&#44; labels&#44; or marketing pieces.
print-design-support,Print — Design Support,<p>Professional design layout and file preparation for your print order.</p>,TRUE,https://mhmdigital.us/images/services/branding-graphic-design.svg,,,,,,,95,,FALSE,FALSE,,print-design-support,,,,,,,FALSE,,,,Print — Design Support | MHM Digital,Professional design layout and file preparation for your print order.
print-proof-revision,Print — Extra Proof Revision,<p>One additional proof revision beyond the standard included proof round.</p>,TRUE,https://mhmdigital.us/images/print/labels.svg,,,,,,,30,,FALSE,FALSE,,print-proof-revision,,,,,,,FALSE,,,,Print — Extra Proof Revision | MHM Digital,One additional proof revision beyond the standard included proof round.
